"REPORT_ID","TYPE_DW","FINANCE_CORP_COUNT","FINANCE_ORG_COUNT","ACCOUNT_COUNT","CREDIT_LIMIT","MAX_CREDIT_LIMIT_PER_ORG","MIN_CREDIT_LIMIT_PER_ORG","BALANCE","USED_CREDIT_LIMIT","LATEST_6M_USED_AVG_AMOUNT"
"6255806","未销户贷记卡信息汇总","4","4","6","21000.00","10000.00","0.00","","12574.00","11267.00"
"6255821","未结清贷款信息汇总","2","2","3","7569.00","","","4907.00","","1023.00"
"6255821","未销户贷记卡信息汇总","3","3","9","48000.00","36000.00","6000.00","","41999.00","39031.00"
"6254278","未结清贷款信息汇总","5","5","8","75100.00","","","61337.00","","4374.00"
"6254278","未销户贷记卡信息汇总","3","3","13","113000.00","68000.00","15000.00","","69569.00","79728.00"
"6260873","未结清贷款信息汇总","6","6","10","3315688.00","","","2224133.00","","40967.00"
"6260873","未销户贷记卡信息汇总","6","6","10","315500.00","187500.00","3000.00","","157140.00","118113.00"
"6249537","未结清贷款信息汇总","1","1","1","2000.00","","","0.00","","77.00"
"6249537","未销户贷记卡信息汇总","4","4","5","28250.00","10000.00","5000.00","","27336.00","30695.00"
"6251132","未结清贷款信息汇总","2","2","6","24333.00","","","18428.00","","1672.00"
"6251132","未销户贷记卡信息汇总","6","6","9","112000.00","41000.00","2000.00","","105481.00","108415.00"
"6253545","未结清贷款信息汇总","3","3","3","10098.00","","","8496.00","","489.00"
"6253545","未销户贷记卡信息汇总","5","5","13","43501.00","19500.00","1.00","","37496.00","25373.00"
"6258394","未结清贷款信息汇总","4","4","6","70200.00","","","51246.00","","2911.00"
"6258394","未销户贷记卡信息汇总","6","6","10","51800.00","15800.00","5000.00","","50109.00","48263.00"
"6253586","未结清贷款信息汇总","5","5","7","30900.00","","","21416.00","","2503.00"
"6253586","未销户贷记卡信息汇总","6","6","7","100000.00","20000.00","11000.00","","74850.00","70277.00"
"6260116","未结清贷款信息汇总","4","4","4","20600.00","","","20600.00","","0.00"
"6260116","未销户贷记卡信息汇总","3","3","5","19000.00","10000.00","4000.00","","19023.00","18756.00"
"6260116","未销户准贷记卡信息汇总","1","1","1","0.00","1500.00","1500.00","","1473.00","1218.00"
"6252053","未结清贷款信息汇总","2","2","2","5700.00","","","4109.00","","388.00"
"6252053","未销户贷记卡信息汇总","5","5","7","19400.00","6622.00","2000.00","","14244.00","14723.00"
"6282813","未结清贷款信息汇总","2","2","4","72500.00","","","67779.00","","1364.00"
"6282813","未销户贷记卡信息汇总","2","2","3","67000.00","50000.00","17000.00","","25928.00","53112.00"
"6280647","未销户贷记卡信息汇总","2","2","3","50001.00","50000.00","0.00","","49487.00","44558.00"
"6275319","未结清贷款信息汇总","3","3","3","398000.00","","","302775.00","","2055.00"
"6275319","未销户贷记卡信息汇总","6","6","9","75000.00","20000.00","5665.00","","0.00","3136.00"
"6275339","未结清贷款信息汇总","4","4","12","209000.00","","","207500.00","","2034.00"
"6275339","未销户贷记卡信息汇总","9","9","15","380635.00","153595.00","3000.00","","349618.00","325254.00"
"6275339","未销户准贷记卡信息汇总","1","1","1","0.00","5000.00","5000.00","","381.00","607.00"
"6248402","未结清贷款信息汇总","3","3","4","8000.00","","","6777.00","","579.00"
"6248402","未销户贷记卡信息汇总","1","1","4","3962.00","2000.00","2000.00","","1772.00","1998.00"
"6281549","未结清贷款信息汇总","1","1","1","7000.00","","","5362.00","","0.00"
"6281549","未销户贷记卡信息汇总","9","10","15","96700.00","20000.00","0.00","","72862.00","67142.00"
"6274658","未结清贷款信息汇总","9","10","29","98683.00","","","71098.00","","6434.00"
"6274658","未销户贷记卡信息汇总","4","4","6","70604.00","20000.00","11000.00","","34150.00","32022.00"
"6281576","未结清贷款信息汇总","1","1","2","12000.00","","","10666.00","","222.00"
"6281576","未销户贷记卡信息汇总","1","1","2","7000.00","7932.00","7932.00","","6162.00","5279.00"
"6275552","未结清贷款信息汇总","2","2","2","6300.00","","","5433.00","","182.00"
"6281699","未销户贷记卡信息汇总","3","3","9","397378.00","218000.00","32000.00","","185903.00","78523.00"
"6275552","未销户贷记卡信息汇总","6","6","9","70505.00","20000.00","500.00","","55854.00","49174.00"
"6245644","未结清贷款信息汇总","2","2","2","6600.00","","","6307.00","","607.00"
"6245644","未销户贷记卡信息汇总","6","6","12","29500.00","9088.00","519.00","","25805.00","26204.00"
"6277981","未结清贷款信息汇总","12","13","16","112959.00","","","79291.00","","8932.00"
"6277981","未销户贷记卡信息汇总","10","10","17","84500.00","20000.00","500.00","","54612.00","46323.00"
"6275708","未结清贷款信息汇总","1","1","1","5100.00","","","4707.00","","238.00"
"6275708","未销户贷记卡信息汇总","6","6","7","56815.00","18000.00","5000.00","","19238.00","23793.00"
"6275708","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"6248762","未结清贷款信息汇总","3","3","3","3400.00","","","2791.00","","131.00"
"6248762","未销户贷记卡信息汇总","4","4","9","29000.00","15323.00","2000.00","","30057.00","26258.00"
"6248770","未结清贷款信息汇总","3","3","3","25388.00","","","23740.00","","787.00"
"6248770","未销户贷记卡信息汇总","2","2","3","18000.00","15000.00","3000.00","","2.00","3006.00"
"6279673","未结清贷款信息汇总","3","3","4","24848.00","","","21296.00","","1574.00"
"6279673","未销户贷记卡信息汇总","4","4","5","41000.00","15000.00","7000.00","","32930.00","33677.00"
"6307756","未结清贷款信息汇总","4","4","4","13754.00","","","8792.00","","2577.00"
"6307756","未销户贷记卡信息汇总","1","1","1","11000.00","11000.00","11000.00","","10024.00","9961.00"
"6320335","未结清贷款信息汇总","1","1","1","3000.00","","","2519.00","","174.00"
"6320335","未销户贷记卡信息汇总","2","2","3","10000.00","5000.00","5000.00","","4888.00","4552.00"
"6328617","未结清贷款信息汇总","5","5","8","421600.00","","","351961.00","","10103.00"
"6328617","未销户贷记卡信息汇总","8","9","11","450910.00","196410.00","10000.00","","144734.00","115651.00"
"6321925","未结清贷款信息汇总","1","1","1","517.00","","","0.00","","0.00"
"6321925","未销户贷记卡信息汇总","1","1","2","4000.00","4000.00","4000.00","","833.00","1559.00"
"6322730","未结清贷款信息汇总","3","3","4","18800.00","","","12144.00","","617.00"
"6322730","未销户贷记卡信息汇总","5","5","8","46000.00","15000.00","5000.00","","40405.00","31981.00"
"6329436","未销户贷记卡信息汇总","3","3","6","29000.00","10000.00","9000.00","","29413.00","27968.00"
"6330165","未结清贷款信息汇总","4","4","4","40000.00","","","37750.00","","2143.00"
"6330165","未销户贷记卡信息汇总","8","8","15","302600.00","94000.00","1085.00","","281365.00","281702.00"
"6307555","未销户贷记卡信息汇总","2","2","5","60512.00","50000.00","1042.00","","22215.00","17253.00"
"6328227","未结清贷款信息汇总","3","3","8","10548.00","","","7147.00","","928.00"
"6295826","未结清贷款信息汇总","5","5","6","22265.00","","","21881.00","","1386.00"
"6295826","未销户贷记卡信息汇总","3","3","4","15000.00","6000.00","4000.00","","10048.00","14193.00"
"6300387","未结清贷款信息汇总","3","3","5","7275.00","","","6587.00","","373.00"
"6300387","未销户贷记卡信息汇总","1","1","2","10000.00","11325.00","11325.00","","9994.00","8167.00"
"6302729","未结清贷款信息汇总","8","8","10","36445.00","","","21122.00","","4220.00"
"6302729","未销户贷记卡信息汇总","2","2","4","16000.00","8000.00","8000.00","","6062.00","5261.00"
"6296654","未结清贷款信息汇总","2","2","6","393266.00","","","377978.00","","2887.00"
"6296654","未销户贷记卡信息汇总","4","4","4","26500.00","13000.00","0.00","","26432.00","25733.00"
"6302008","未结清贷款信息汇总","7","7","9","359821.00","","","355449.00","","8237.00"
"6302008","未销户贷记卡信息汇总","6","6","9","266659.00","99499.00","8800.00","","101397.00","98970.00"
"6298250","未结清贷款信息汇总","1","1","1","1500.00","","","1376.00","","101.00"
"6298250","未销户贷记卡信息汇总","1","1","1","2000.00","2000.00","2000.00","","158.00","1467.00"
"6298978","未结清贷款信息汇总","6","6","18","63017.00","","","42534.00","","4999.00"
"6298978","未销户贷记卡信息汇总","2","2","3","56000.00","50000.00","6000.00","","38287.00","37812.00"
"6299074","未结清贷款信息汇总","4","4","4","29143.00","","","19216.00","","2748.00"
"6299074","未销户贷记卡信息汇总","5","5","7","54000.00","26000.00","2000.00","","45711.00","43235.00"
"6299862","未结清贷款信息汇总","5","5","5","54501.00","","","49970.00","","1097.00"
"6299862","未销户贷记卡信息汇总","7","7","11","171000.00","38000.00","10000.00","","131391.00","113199.00"
"6304302","未结清贷款信息汇总","2","2","2","31900.00","","","27400.00","","1036.00"
"6304302","未销户贷记卡信息汇总","3","3","7","15000.00","10000.00","0.00","","4234.00","1623.00"
"6304302","未销户准贷记卡信息汇总","1","1","1","250.00","250.00","250.00","","147.00","230.00"
"6299184","未结清贷款信息汇总","4","4","5","81258.00","","","52230.00","","2939.00"
"6299184","未销户贷记卡信息汇总","5","5","9","36550.00","14000.00","0.00","","25614.00","21087.00"
"6299184","未销户准贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","0.00","0.00"
"6300690","未结清贷款信息汇总","3","3","3","107000.00","","","105350.00","","1314.00"
"6300690","未销户贷记卡信息汇总","1","1","3","10000.00","10000.00","10000.00","","14910.00","12908.00"
"6304446","未结清贷款信息汇总","11","12","24","169124.00","","","151270.00","","6809.00"
"6304446","未销户贷记卡信息汇总","10","11","19","329114.00","100000.00","0.00","","131504.00","131909.00"
"6295630","未结清贷款信息汇总","5","5","11","651300.00","","","611327.00","","7334.00"
"6295630","未销户贷记卡信息汇总","5","5","7","79604.00","32504.00","5100.00","","41642.00","41726.00"
"6300973","未结清贷款信息汇总","2","2","2","9688.00","","","6338.00","","572.00"
"6300973","未销户贷记卡信息汇总","4","4","5","64500.00","30000.00","8000.00","","48275.00","38244.00"
"6301829","未销户贷记卡信息汇总","2","2","3","8000.00","8000.00","0.00","","7493.00","1248.00"
"6298069","未结清贷款信息汇总","6","6","9","319309.00","","","263728.00","","5721.00"
"6298069","未销户贷记卡信息汇总","8","8","20","146000.00","50000.00","6147.00","","119258.00","131731.00"
"6295063","未结清贷款信息汇总","1","1","1","30000.00","","","30000.00","","213.00"
"6295063","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","2254.00","2212.00"
"6293645","未结清贷款信息汇总","3","4","4","9750.00","","","9571.00","","49.00"
"6293645","未销户贷记卡信息汇总","4","4","6","20000.00","5122.00","5000.00","","14529.00","13923.00"
"6289863","未结清贷款信息汇总","2","2","4","14600.00","","","9509.00","","1550.00"
"6289863","未销户贷记卡信息汇总","5","5","15","51000.00","20000.00","5000.00","","46235.00","46482.00"
"6284590","未结清贷款信息汇总","3","3","3","17500.00","","","13000.00","","432.00"
"6284590","未销户贷记卡信息汇总","3","3","5","19000.00","10000.00","4000.00","","475.00","6620.00"
"6284590","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"6292357","未销户贷记卡信息汇总","8","8","17","140592.00","35393.00","5000.00","","89322.00","83708.00"
"6293118","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","0.00","152.00"
"6293118","未销户准贷记卡信息汇总","1","1","1","6000.00","6000.00","6000.00","","0.00","0.00"
"6283960","未结清贷款信息汇总","2","2","2","31000.00","","","28850.00","","1296.00"
"6283960","未销户贷记卡信息汇总","3","3","3","70000.00","50000.00","5000.00","","60970.00","42513.00"
"6290149","未结清贷款信息汇总","6","6","11","48033.00","","","25685.00","","4889.00"
"6290149","未销户贷记卡信息汇总","10","10","16","148000.00","48000.00","6000.00","","148015.00","135022.00"
"6293199","未结清贷款信息汇总","5","5","5","73000.00","","","67083.00","","4618.00"
"6293199","未销户贷记卡信息汇总","6","6","11","82000.00","50000.00","2000.00","","74115.00","65096.00"
"6293218","未结清贷款信息汇总","4","4","4","53800.00","","","31427.00","","1822.00"
"6293218","未销户贷记卡信息汇总","10","10","17","305860.00","74575.00","3000.00","","137333.00","153410.00"
"6284871","未结清贷款信息汇总","2","2","2","51900.00","","","50845.00","","266.00"
"6284871","未销户贷记卡信息汇总","4","4","4","10000.00","5000.00","1000.00","","9959.00","9642.00"
"6287956","未结清贷款信息汇总","10","10","10","393565.00","","","307175.00","","8842.00"
"6287956","未销户贷记卡信息汇总","5","5","7","59000.00","20000.00","6000.00","","48288.00","53470.00"
"6292616","未结清贷款信息汇总","4","4","12","28089.00","","","16579.00","","1862.00"
"6292616","未销户贷记卡信息汇总","7","7","12","166000.00","50000.00","10000.00","","146989.00","139410.00"
"6291931","未结清贷款信息汇总","9","9","10","81410.00","","","77995.00","","10740.00"
"6291931","未销户贷记卡信息汇总","1","1","5","85000.00","27000.00","27000.00","","26824.00","22172.00"
"6292691","未结清贷款信息汇总","4","4","4","25707.00","","","21605.00","","1287.00"
"6292691","未销户贷记卡信息汇总","3","3","3","16000.00","8000.00","2000.00","","14786.00","11572.00"
"6284251","未结清贷款信息汇总","3","3","3","87400.00","","","78499.00","","11655.00"
"6284251","未销户贷记卡信息汇总","3","3","6","195600.00","140000.00","17000.00","","143427.00","138384.00"
"6284251","未销户准贷记卡信息汇总","1","1","1","10.00","0.00","0.00","","0.00","0.00"
"6285064","未结清贷款信息汇总","1","1","1","4788.00","","","1708.00","","446.00"
"6285064","未销户贷记卡信息汇总","2","2","4","31808.00","23808.00","8000.00","","2297.00","2901.00"
"6285064","未销户准贷记卡信息汇总","1","1","3","0.00","0.00","0.00","","0.00","0.00"
"6287402","未结清贷款信息汇总","4","4","4","115000.00","","","83550.00","","6554.00"
"6287402","未销户贷记卡信息汇总","8","8","15","241000.00","70000.00","5250.00","","187244.00","175610.00"
"6313987","未结清贷款信息汇总","3","3","7","125400.00","","","120300.00","","2156.00"
"6313987","未销户贷记卡信息汇总","3","3","4","113035.00","57000.00","1.00","","27347.00","18577.00"
"6319566","未结清贷款信息汇总","3","3","5","53500.00","","","49280.00","","1166.00"
"6319566","未销户贷记卡信息汇总","3","3","3","140666.00","111666.00","9000.00","","141853.00","88711.00"
"6309423","未结清贷款信息汇总","2","2","2","6500.00","","","4344.00","","469.00"
"6309423","未销户贷记卡信息汇总","3","3","5","19500.00","8000.00","5500.00","","15204.00","10180.00"
"6309585","未结清贷款信息汇总","4","4","4","14032.00","","","11937.00","","615.00"
"6309585","未销户贷记卡信息汇总","4","4","6","62000.00","26000.00","8000.00","","39172.00","42346.00"
"6311237","未结清贷款信息汇总","3","3","5","139100.00","","","42282.00","","4550.00"
"6311237","未销户贷记卡信息汇总","5","5","6","111000.00","40000.00","10000.00","","91091.00","82382.00"
"6316192","未结清贷款信息汇总","2","2","2","6000.00","","","6000.00","","136.00"
"6316192","未销户贷记卡信息汇总","4","4","8","59000.00","22000.00","7000.00","","59676.00","59082.00"
"6317814","未结清贷款信息汇总","1","1","1","2200.00","","","2200.00","","0.00"
"6317814","未销户贷记卡信息汇总","1","1","2","6000.00","6000.00","6000.00","","12.00","2424.00"
"6317821","未结清贷款信息汇总","2","2","2","21000.00","","","14721.00","","1247.00"
"6317821","未销户贷记卡信息汇总","5","5","8","39500.00","15500.00","2000.00","","26745.00","26781.00"
"6319426","未销户贷记卡信息汇总","2","2","6","45375.00","34375.00","11000.00","","30365.00","31974.00"
"6320211","未结清贷款信息汇总","5","5","7","62505.00","","","56818.00","","2878.00"
"6320211","未销户贷记卡信息汇总","5","5","6","71000.00","40000.00","5000.00","","56382.00","58914.00"
"6368616","未结清贷款信息汇总","1","1","1","2000.00","","","1900.00","","569.00"
"6368616","未销户贷记卡信息汇总","3","3","8","24500.00","11331.00","6500.00","","24536.00","18657.00"
"6372440","未结清贷款信息汇总","3","3","9","118000.00","","","117167.00","","701.00"
"6372440","未销户贷记卡信息汇总","5","5","7","63000.00","33000.00","2000.00","","50428.00","47268.00"
"6363360","未结清贷款信息汇总","5","5","7","22917.00","","","14082.00","","1460.00"
"6363360","未销户贷记卡信息汇总","5","5","7","30000.00","10000.00","3000.00","","20793.00","19751.00"
"6367189","未销户贷记卡信息汇总","4","4","5","16000.00","6000.00","2000.00","","13925.00","15281.00"
"6370945","未结清贷款信息汇总","5","5","16","71080.00","","","55386.00","","7276.00"
"6370945","未销户贷记卡信息汇总","8","9","16","309600.00","100000.00","9000.00","","214269.00","242712.00"
"6362712","未结清贷款信息汇总","5","5","8","1548950.00","","","1518613.00","","3645.00"
"6362712","未销户贷记卡信息汇总","5","5","6","121000.00","30000.00","12000.00","","77831.00","59605.00"
"6366534","未销户贷记卡信息汇总","1","1","2","8000.00","8000.00","8000.00","","5747.00","1903.00"
"6362027","未结清贷款信息汇总","3","5","6","12813.00","","","8800.00","","1621.00"
"6362027","未销户贷记卡信息汇总","1","1","3","10000.00","11325.00","11325.00","","9924.00","10024.00"
"6362067","未结清贷款信息汇总","4","4","4","44000.00","","","41433.00","","944.00"
"6362067","未销户贷记卡信息汇总","5","5","13","100000.00","42000.00","3000.00","","89224.00","92066.00"
"6362115","未结清贷款信息汇总","3","3","4","44900.00","","","42575.00","","1419.00"
"6362115","未销户贷记卡信息汇总","4","4","7","103000.00","24000.00","13000.00","","24803.00","12116.00"
"6367439","未结清贷款信息汇总","2","2","2","15500.00","","","15500.00","","181.00"
"6367439","未销户贷记卡信息汇总","7","7","11","159753.00","38000.00","4000.00","","92727.00","83389.00"
"6368912","未销户贷记卡信息汇总","5","5","7","59000.00","20000.00","8000.00","","57234.00","57732.00"
"6360737","未结清贷款信息汇总","4","4","8","40944.00","","","34654.00","","5096.00"
"6360737","未销户贷记卡信息汇总","5","5","14","51000.00","24000.00","0.00","","50043.00","51084.00"
"6362910","未结清贷款信息汇总","3","3","4","517333.00","","","502446.00","","9727.00"
"6362910","未销户贷记卡信息汇总","3","3","6","82000.00","37000.00","12000.00","","59474.00","52597.00"
"6362918","未结清贷款信息汇总","3","3","4","100071.00","","","88771.00","","2215.00"
"6362918","未销户贷记卡信息汇总","4","4","5","125968.00","53000.00","15000.00","","60057.00","43502.00"
"6362950","未销户贷记卡信息汇总","7","7","10","69000.00","21000.00","2000.00","","45882.00","34823.00"
"6365996","未结清贷款信息汇总","2","2","3","11250.00","","","7177.00","","1446.00"
"6365996","未销户贷记卡信息汇总","3","3","5","24000.00","15000.00","3000.00","","24371.00","24066.00"
"6366047","未结清贷款信息汇总","4","4","7","126400.00","","","114175.00","","1787.00"
"6366047","未销户贷记卡信息汇总","4","4","7","43000.00","32726.00","5000.00","","46695.00","44204.00"
"6366814","未结清贷款信息汇总","3","3","4","2180000.00","","","1860000.00","","56031.00"
"6366814","未销户贷记卡信息汇总","11","11","15","963855.00","530000.00","1040.00","","369638.00","321377.00"
"6366824","未结清贷款信息汇总","4","4","4","46700.00","","","29004.00","","1805.00"
"6366824","未销户贷记卡信息汇总","2","2","3","21000.00","18000.00","3000.00","","17894.00","18015.00"
"6363051","未销户贷记卡信息汇总","1","1","1","18000.00","18000.00","18000.00","","18000.00","17115.00"
"6366850","未结清贷款信息汇总","4","4","4","238500.00","","","210461.00","","4726.00"
"6366850","未销户贷记卡信息汇总","6","6","8","172900.00","80000.00","10000.00","","164865.00","157735.00"
"6372138","未结清贷款信息汇总","8","8","10","41400.00","","","34448.00","","2333.00"
"6372138","未销户贷记卡信息汇总","2","2","2","12000.00","10000.00","2000.00","","8575.00","5191.00"
"6369148","未结清贷款信息汇总","6","6","8","851200.00","","","801797.00","","9223.00"
"6369148","未销户贷记卡信息汇总","8","8","15","533500.00","108000.00","8762.00","","398324.00","372708.00"
"6361663","未结清贷款信息汇总","5","6","9","34420.00","","","26163.00","","3099.00"
"6361663","未销户贷记卡信息汇总","3","3","5","42000.00","26000.00","6000.00","","36485.00","47097.00"
"6364625","未销户贷记卡信息汇总","3","3","5","135000.00","70000.00","20000.00","","45533.00","95450.00"
"6364651","未结清贷款信息汇总","5","5","12","57498.00","","","48037.00","","3438.00"
"6364651","未销户贷记卡信息汇总","5","5","5","50000.00","14000.00","3000.00","","31625.00","26846.00"
"6364651","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"6366975","未结清贷款信息汇总","2","2","2","8800.00","","","3260.00","","812.00"
"6366975","未销户贷记卡信息汇总","5","5","6","41000.00","15000.00","5000.00","","30990.00","25573.00"
"6361005","未结清贷款信息汇总","1","1","1","2000.00","","","1900.00","","80.00"
"6361005","未销户贷记卡信息汇总","2","2","3","22000.00","12000.00","11331.00","","21857.00","19851.00"
"6364715","未结清贷款信息汇总","1","1","1","4488.00","","","4023.00","","217.00"
"6364715","未销户贷记卡信息汇总","4","4","4","7000.00","5000.00","0.00","","4063.00","1714.00"
"6367065","未结清贷款信息汇总","4","4","4","320000.00","","","271952.00","","1872.00"
"6367065","未销户贷记卡信息汇总","10","10","19","456147.00","135399.00","500.00","","209787.00","101980.00"
"6353222","未结清贷款信息汇总","1","1","1","2500.00","","","0.00","","1802.00"
"6353222","未销户贷记卡信息汇总","3","3","3","18600.00","10000.00","600.00","","17801.00","17504.00"
"6348840","未结清贷款信息汇总","7","7","25","68590.00","","","53475.00","","6835.00"
"6348840","未销户贷记卡信息汇总","10","10","13","189911.00","45111.00","3000.00","","120925.00","133146.00"
"6348863","未结清贷款信息汇总","3","3","3","54330.00","","","16984.00","","1709.00"
"6348863","未销户贷记卡信息汇总","4","4","6","24000.00","10000.00","2000.00","","24379.00","24382.00"
"6346752","未结清贷款信息汇总","1","1","1","120000.00","","","100225.00","","660.00"
"6346752","未销户贷记卡信息汇总","3","3","3","34000.00","14000.00","10000.00","","26884.00","22339.00"
"6348190","未结清贷款信息汇总","1","1","1","4000.00","","","2682.00","","682.00"
"6348190","未销户贷记卡信息汇总","1","1","1","8000.00","8000.00","8000.00","","7398.00","7581.00"
"6350451","未结清贷款信息汇总","6","6","8","468600.00","","","447006.00","","4732.00"
"6350451","未销户贷记卡信息汇总","7","7","20","129000.00","23000.00","6197.00","","82500.00","71817.00"
"6350451","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"6344018","未结清贷款信息汇总","3","3","4","69700.00","","","59002.00","","2374.00"
"6344018","未销户贷记卡信息汇总","4","4","5","42000.00","34050.00","0.00","","40548.00","44541.00"
"6350572","未结清贷款信息汇总","3","3","5","12200.00","","","10384.00","","552.00"
"6350572","未销户贷记卡信息汇总","1","1","1","10000.00","10000.00","10000.00","","5733.00","6899.00"
"6346201","未结清贷款信息汇总","11","11","19","85786.00","","","46998.00","","6734.00"
"6346201","未销户贷记卡信息汇总","3","3","4","14000.00","6000.00","3000.00","","6349.00","3899.00"
"6349149","未结清贷款信息汇总","4","4","4","85500.00","","","45333.00","","4109.00"
"6349149","未销户贷记卡信息汇总","3","3","4","35000.00","20000.00","5000.00","","20080.00","21550.00"
"6352801","未结清贷款信息汇总","3","3","8","40199.00","","","31797.00","","2228.00"
"6352801","未销户贷记卡信息汇总","2","2","12","43000.00","22000.00","21000.00","","34785.00","27043.00"
"6347683","未结清贷款信息汇总","2","2","2","31300.00","","","21300.00","","2090.00"
"6347683","未销户贷记卡信息汇总","2","2","3","7000.00","5000.00","2000.00","","5594.00","4592.00"
"6348452","未销户贷记卡信息汇总","3","3","12","28000.00","20000.00","3000.00","","10299.00","5702.00"
"6349164","未销户贷记卡信息汇总","3","3","5","34000.00","15000.00","5000.00","","33478.00","36984.00"
"6349185","未结清贷款信息汇总","4","4","4","125000.00","","","108500.00","","7137.00"
"6349185","未销户贷记卡信息汇总","8","8","22","187201.00","55000.00","2000.00","","123999.00","122987.00"
"6349908","未结清贷款信息汇总","2","2","6","23890.00","","","12772.00","","3433.00"
"6349908","未销户贷记卡信息汇总","9","9","27","148101.00","50000.00","0.00","","94153.00","88723.00"
"6349908","未销户准贷记卡信息汇总","1","1","4","0.00","5516.00","5516.00","","0.00","0.00"
"6352115","未结清贷款信息汇总","2","2","5","4216.00","","","3579.00","","232.00"
"6352115","未销户贷记卡信息汇总","4","4","7","21000.00","10000.00","2000.00","","14111.00","13572.00"
"6346254","未结清贷款信息汇总","6","6","14","108500.00","","","79639.00","","7411.00"
"6346254","未销户贷记卡信息汇总","8","9","16","198000.00","52000.00","0.00","","154337.00","146980.00"
"6354391","未结清贷款信息汇总","3","3","3","38300.00","","","34410.00","","500.00"
"6354391","未销户贷记卡信息汇总","3","3","12","27000.00","18000.00","2459.00","","25511.00","21881.00"
"6350038","未结清贷款信息汇总","3","3","5","26433.00","","","21323.00","","1576.00"
"6350038","未销户贷记卡信息汇总","2","2","3","10500.00","5500.00","5163.00","","6485.00","5207.00"
"6352203","未结清贷款信息汇总","2","2","2","5500.00","","","5100.00","","224.00"
"6352203","未销户贷记卡信息汇总","4","4","5","22800.00","10000.00","1800.00","","15963.00","15943.00"
"6354495","未结清贷款信息汇总","6","7","9","43279.00","","","31502.00","","4586.00"
"6354495","未销户贷记卡信息汇总","5","5","7","109910.00","77910.00","2000.00","","10060.00","10610.00"
"6347211","未结清贷款信息汇总","4","4","5","40421.00","","","31805.00","","3263.00"
"6347211","未销户贷记卡信息汇总","2","2","2","11804.00","10000.00","1804.00","","3461.00","2220.00"
"6351659","未结清贷款信息汇总","3","3","8","254802.00","","","188094.00","","5216.00"
"6351659","未销户贷记卡信息汇总","10","11","16","204500.00","50000.00","0.00","","91589.00","126557.00"
"6353900","未结清贷款信息汇总","3","3","5","14986.00","","","11924.00","","1475.00"
"6353900","未销户贷记卡信息汇总","6","6","7","70500.00","30000.00","4000.00","","67669.00","68398.00"
"6354666","未结清贷款信息汇总","3","3","9","20784.00","","","16986.00","","1283.00"
"6354666","未销户贷记卡信息汇总","4","4","4","74000.00","26000.00","3000.00","","62646.00","55071.00"
"6356267","未结清贷款信息汇总","3","3","3","21700.00","","","17386.00","","188.00"
"6356267","未销户贷记卡信息汇总","2","2","2","27000.00","17000.00","10000.00","","26496.00","26496.00"
"6355583","未结清贷款信息汇总","1","1","2","9000.00","","","7702.00","","460.00"
"6355583","未销户贷记卡信息汇总","6","6","7","92000.00","30000.00","7000.00","","23701.00","43179.00"
"6359345","未结清贷款信息汇总","3","3","4","384946.00","","","314149.00","","4397.00"
"6359345","未销户贷记卡信息汇总","7","7","7","278000.00","60000.00","1000.00","","243196.00","175447.00"
"6373207","未结清贷款信息汇总","2","2","4","16076.00","","","11075.00","","1062.00"
"6373207","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","5024.00","5019.00"
"6374896","未结清贷款信息汇总","4","4","7","111750.00","","","99287.00","","3211.00"
"6374896","未销户贷记卡信息汇总","5","5","6","50000.00","20000.00","4000.00","","45801.00","47607.00"
"6375755","未结清贷款信息汇总","10","10","12","95134.00","","","76093.00","","6645.00"
"6375755","未销户贷记卡信息汇总","2","2","5","45000.00","33000.00","12000.00","","8142.00","4501.00"
"6375755","未销户准贷记卡信息汇总","1","1","1","500.00","500.00","500.00","","0.00","0.00"
"6377802","未结清贷款信息汇总","1","1","1","4000.00","","","3333.00","","235.00"
"6377802","未销户贷记卡信息汇总","3","3","4","31500.00","21000.00","500.00","","5028.00","6568.00"
"6373247","未结清贷款信息汇总","4","4","5","14780.00","","","12596.00","","1326.00"
"6373247","未销户贷记卡信息汇总","3","3","4","13001.00","8000.00","1.00","","6489.00","4853.00"
"6357186","未结清贷款信息汇总","8","9","13","65169.00","","","55210.00","","5349.00"
"6357186","未销户贷记卡信息汇总","2","2","3","38000.00","34000.00","4000.00","","12225.00","10984.00"
"6359437","未结清贷款信息汇总","1","1","1","9038.00","","","9038.00","","0.00"
"6359437","未销户贷记卡信息汇总","3","3","5","65400.00","50000.00","7000.00","","14463.00","12297.00"
"6354892","未结清贷款信息汇总","4","4","4","14100.00","","","9790.00","","1433.00"
"6354892","未销户贷记卡信息汇总","2","2","3","21000.00","11000.00","10000.00","","13945.00","13518.00"
